"Title,URL,""Downloaded (date)"",""Downloaded (UTC)"",Views,Overall,""Overall Issues"""
"Gynekologisk kreft – handlingsprogram - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/gynekologisk-kreft--handlingsprogram,""6 Mar 2026"",22:24:27,777,82.7,176"
"Pasient- og brukerrettighetsloven med kommentarer - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/pasient-og-brukerrettighetsloven-med-kommentarer,""6 Mar 2026"",22:50:55,777,78.6,68"
"Bakgrunn, metode og prosess - Helsedirektoratet,https://www.helsedirektoratet.no/faglige-rad/kostradene-og-naeringsstoffer/kostrad-for-befolkningen/bakgrunn-metode-og-prosess,""7 Mar 2026"",02:48:28,777,79.7,145"
"Om demens - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/demens/om-demens,""6 Mar 2026"",22:05:18,772,78,352"
"Samhandling med skole - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/helsestasjons-og-skolehelsetjenesten/skolehelsetjenesten-520-ar/samhandling-med-skole,""7 Mar 2026"",04:07:15,770,79.6,218"
"Rehabilitering, habilitering, individuell plan og koordinator - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/rehabilitering-habilitering-individuell-plan-og-koordinator,""6 Mar 2026"",23:46:55,760,78.1,59"
"Organisasjon og ledelse - Helsedirektoratet,https://www.helsedirektoratet.no/om-oss/organisasjon-og-ledelse,""6 Mar 2026"",21:52:07,758,84.6,181"
"Bekreftelse på gjennomført del 1 av spesialistutdanningen - Helsedirektoratet,https://www.helsedirektoratet.no/autorisasjon-og-spesialistutdanning/spesialistutdanning-og-godkjenning-for-leger/lis1/bekreftelse-pa-gjennomfort-del-1,""7 Mar 2026"",07:44:13,756,80,62"
"Ben- og leddinfeksjoner - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/ben-og-leddinfeksjoner,""6 Mar 2026"",22:54:32,748,82.1,105"
"Kreft i tykktarm og endetarm – handlingsprogram - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/kreft-i-tykktarm-og-endetarm-handlingsprogram,""7 Mar 2026"",10:27:23,746,78.5,198"
"Øyeinfeksjoner - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-primaerhelsetjenesten/oyeinfeksjoner,""6 Mar 2026"",23:21:29,746,82.2,242"
"Røykeloven og røykeforbud - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/forebygging-og-levevaner/tobakk/roykeloven-regler-om-roykeforbud,""7 Mar 2026"",02:00:38,745,80.2,157"
"Barnekoordinator - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/samarbeid-om-tjenester-til-barn-unge-og-deres-familier/barnekoordinator,""7 Mar 2026"",01:00:41,740,82.4,147"
"Helsehjelp til pasienter uten samtykkekompetanse som motsetter seg helsehjelpen mv. - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/pasient-og-brukerrettighetsloven-med-kommentarer/helsehjelp-til-pasienter-uten-samtykkekompetanse-som-motsetter-seg-helsehjelpen-mv,""7 Mar 2026"",10:28:24,739,77.7,292"
"ACT-, FACT- og FACT ung-team - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/psykisk-helse-rus-og-avhengighet/act-og-fact-team,""7 Mar 2026"",01:28:42,737,64,102"
"Hjerneslag - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/hjerneslag,""6 Mar 2026"",21:55:55,734,83.2,88"
"Nasjonal handlingsplan for rehabilitering 2026–2035 – HØRINGSUTKAST - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/nasjonal-handlingsplan-for-rehabilitering-2026-2035,""6 Mar 2026"",23:02:43,733,81.8,51"
"Tilrettelegging for å ta i bruk teknologi i den kommunale helse- og omsorgstjenesten - Helsedirektoratet,https://www.helsedirektoratet.no/tilskudd-og-finansiering/tilskudd/tilrettelegging-for-a-ta-i-bruk-teknologi-i-den-kommunale-helse-og-omsorgstjenesten,""7 Mar 2026"",07:30:05,732,77.7,87"
"Finansiering - Helsedirektoratet,https://www.helsedirektoratet.no/tilskudd-og-finansiering/finansiering,""7 Mar 2026"",08:12:27,730,87.3,54"
"Barselomsorgen - Helsedirektoratet,https://www.helsedirektoratet.no/horinger/barselomsorgen,""6 Mar 2026"",21:38:32,727,82.3,106"
"Forebygging og behandling av underernæring - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/forebygging-og-behandling-av-underernaering,""6 Mar 2026"",22:47:51,722,80.3,56"
"Syn, hørsel og språk - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/helsestasjons-og-skolehelsetjenesten/helsestasjon-05-ar/horsel-syn-og-sprak,""7 Mar 2026"",02:28:20,722,80.8,200"
"Statistikk, registre og rapporter - Helsedirektoratet,https://www.helsedirektoratet.no/statistikk-registre-og-rapporter,""7 Mar 2026"",07:25:04,717,87.6,40"
"Kurs i akuttmedisin og volds- og overgrepshåndtering - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/organisering-og-tjenestetilbud/akuttmedisin/kurs-i-akuttmedisin,""7 Mar 2026"",03:40:35,708,78.2,145"
"Anbefalinger for morsmelk, morsmelkerstatning og introduksjon av mat - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/spedbarnsernaering/anbefalinger-for-morsmelk-morsmelkerstatning-og-introduksjon-av-mat,""7 Mar 2026"",04:26:55,701,78.2,225"
"Bruk av PSA - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/prostatakreft-handlingsprogram/markorer/bruk-av-psa,""6 Mar 2026"",23:30:14,697,79.3,192"
"Innsatsstyrt finansiering (ISF) - Helsedirektoratet,https://www.helsedirektoratet.no/tilskudd-og-finansiering/finansiering/innsatsstyrt-finansiering-isf,""6 Mar 2026"",23:38:14,690,81.2,86"
"Verktøy og maler - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/forerkortveileder/verktoy-og-maler,""6 Mar 2026"",21:54:24,688,79,148"
"Infeksjoner i øre, nese, hals, tann og kjeve - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/infeksjoner-i-ore-nese-hals-tann-og-kjeve,""7 Mar 2026"",00:44:53,686,76.1,224"
"Pleiepenger og andre ytelser for pårørende - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/palliasjon-i-kreftomsorgen-handlingsprogram/okonomiske-ytelser/pleiepenger-og-andre-ytelser-for-parorende,""7 Mar 2026"",07:56:24,682,76,116"
"Epilepsi og epilepsilignende anfall (§§ 18–20) - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/forerkortveileder/epilepsi-og-epilepsilignende-anfall-18-20,""6 Mar 2026"",23:49:28,679,77.9,155"
"Brystkreft – handlingsprogram - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/brystkreft--handlingsprogram,""6 Mar 2026"",22:01:33,671,82.8,193"
"Mat og måltider for spedbarn - Helsedirektoratet,https://www.helsedirektoratet.no/brosjyrer/mat-og-maltider-for-spedbarn,""6 Mar 2026"",21:42:23,670,85.7,90"
"Klinisk vurdering og behandling av suicidalitet - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/selvmordsforebygging-i-psykisk-helsevern-og-tsb/klinisk-vurdering-og-behandling-av-suicidalitet,""7 Mar 2026"",06:22:08,670,76.4,222"
"Akse 5 – belastninger i psykososiale forhold - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/multiaksial-klassifikasjon-i-psykisk-helsevern-for-barn-og-unge-phbu-veiledning-til-koding/akse-5--belastninger-i-psykososiale-forhold,""7 Mar 2026"",10:46:10,670,77.6,162"
"Pasient- og brukerrettighetsloven - Helsedirektoratet,https://www.helsedirektoratet.no/lov-og-forskrift/pasient-og-brukerrettighetsloven,""7 Mar 2026"",03:33:20,669,83.9,89"
"Psykiske lidelser – barn og unge - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/psykiske-lidelser-barn-og-unge,""6 Mar 2026"",23:04:38,667,85.6,57"
"Sov godt – materiell om søvn for frisklivssentralene - Helsedirektoratet,https://www.helsedirektoratet.no/brosjyrer/sov-godt-materiell-om-sovn-for-frisklivssentralene,""6 Mar 2026"",22:56:36,667,78.8,101"
"Motiverende intervju (MI) - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/forebygging-og-levevaner/motiverende-intervju-mi,""6 Mar 2026"",22:21:36,665,82.5,64"
"Brosjyrer, plakater og opplæringsmateriell - Helsedirektoratet,https://www.helsedirektoratet.no/brosjyrer,""6 Mar 2026"",22:01:42,655,78.3,121"
"Antibiotikaprofylakse ved kirurgi - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/antibiotikaprofylakse-ved-kirurgi,""6 Mar 2026"",23:52:38,655,82.8,243"
"Barselomsorgen (HØRINGSUTKAST) - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/barselomsorgen-horingsutkast,""6 Mar 2026"",22:06:19,651,82.5,59"
"Maligne blodsykdommer - handlingsprogram - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/maligne-blodsykdommer--handlingsprogram,""6 Mar 2026"",22:34:30,650,82.7,222"
"Endokarditt - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/endokarditt,""6 Mar 2026"",21:47:46,648,80.4,205"
"Statistikk - Helsedirektoratet,https://www.helsedirektoratet.no/statistikk,""6 Mar 2026"",21:54:03,638,81.1,52"
"TIA eller hjerneslag - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/forerkortveileder/nevrologiske-sykdommer-16-17-helsekrav-til-forerkort/tia-eller-hjerneslag,""7 Mar 2026"",04:15:51,634,80.6,94"
"Rapportere om bruken av tilskudd - Helsedirektoratet,https://www.helsedirektoratet.no/tilskudd-og-finansiering/tilskudd/rapportere-pa-tilskudd,""6 Mar 2026"",22:41:19,632,78.9,110"
"Velferdsteknologi - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/organisering-og-tjenestetilbud/velferdsteknologi-og-digital-hjemmeoppfolging/velferdsteknologi,""7 Mar 2026"",09:24:43,629,79.6,155"
"Avansert klinisk allmennsykepleier (AKS) - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/organisering-og-tjenestetilbud/kompetanseloft-2025/avansert-klinisk-sykepleie-aks,""7 Mar 2026"",07:15:49,628,65.9,187"
"Utredning, behandling og oppfølging - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/utmattelse-langvarig-utmattelse-inkl.me-cfs-horingsutkast/utredning-behandling-og-oppfolging,""7 Mar 2026"",05:42:40,620,81.4,288"
"Mage-tarm-infeksjoner - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-primaerhelsetjenesten/mage-tarm-infeksjoner,""7 Mar 2026"",00:05:03,619,86,277"
"Normen - Helsedirektoratet,https://www.helsedirektoratet.no/digitalisering-og-e-helse/normen-personvern-og-informasjonssikkerhet/normen,""7 Mar 2026"",00:24:27,617,83.5,78"
"Sykmelding og erklæringer - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/sykmelderveileder/sykmelding-og-erklaeringer,""6 Mar 2026"",22:34:52,608,82.2,141"
"Rusbehandling (TSB) - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/rusbehandling-tsb,""6 Mar 2026"",21:54:21,606,83.5,59"
"Statistikk autorisert helsepersonell - Helsedirektoratet,https://www.helsedirektoratet.no/statistikk/statistikk-autorisert-helsepersonell,""6 Mar 2026"",22:14:56,605,88.5,50"
"Oversikt over kommuner med frisklivssentral - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/organisering-og-tjenestetilbud/frisklivssentraler/oversikt-over-kommuner-med-frisklivssentral,""7 Mar 2026"",09:17:02,603,73.8,196"
"Behandling og oppfølging av ADHD/ Hyperkinetisk forstyrrelse - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/adhd/behandling-og-oppfolging-av-adhd-hyperkinetisk-forstyrrelse,""7 Mar 2026"",00:48:18,598,77.5,64"
"Rapporter - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter,""6 Mar 2026"",21:50:23,587,84.3,59"
"Svangerskapsdiabetes - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/svangerskapsdiabetes,""6 Mar 2026"",21:50:08,587,82.7,86"
"Andre infeksjoner - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-primaerhelsetjenesten/andre-infeksjoner,""6 Mar 2026"",23:40:35,586,79.3,207"
"Nasjonal handlingsplan for habilitering 2026–2035 – HØRINGSUTKAST - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/nasjonal-handlingsplan-for-habilitering-2026-2035,""6 Mar 2026"",22:55:28,585,81.8,51"
"Prioriteringer i kommunale helse- og omsorgstjenester - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/prioriteringer-i-kommunale-helse-og-omsorgstjenester,""6 Mar 2026"",23:06:18,578,83.3,50"
"Regelverk - Helsedirektoratet,https://www.helsedirektoratet.no/autorisasjon-og-spesialistutdanning/autorisasjon-og-lisens/sok-om-autorisasjon-og-lisens/regelverk,""7 Mar 2026"",03:44:00,575,79.9,81"
"Palliasjon i kreftomsorgen – handlingsprogram - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/palliasjon-i-kreftomsorgen-handlingsprogram,""6 Mar 2026"",22:48:14,573,78.2,92"
"Styrking og utvikling av helsestasjons- og skolehelsetjenesten - Helsedirektoratet,https://www.helsedirektoratet.no/tilskudd-og-finansiering/tilskudd/styrking-og-utvikling-av-helsestasjons-og-skolehelsetjenesten,""7 Mar 2026"",03:16:13,568,77.6,83"
"Brystkreft - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/brystkreft,""6 Mar 2026"",21:55:57,561,82.4,76"
"Tannbehandling til eldre, langtidssyke og uføre - Helsedirektoratet,https://www.helsedirektoratet.no/lov-og-forskrift/tannhelsetjenesteloven/tannbehandling-til-pasienter-i-gruppe-c,""7 Mar 2026"",00:48:04,550,76,77"
"Etablering og opphør av tvungent psykisk helsevern - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/psykisk-helsevernloven-med-kommentarer/etablering-og-opphor-av-tvungent-psykisk-helsevern,""7 Mar 2026"",03:52:42,548,76,284"
"Helseteknologiordningen - Helsedirektoratet,https://www.helsedirektoratet.no/digitalisering-og-e-helse/helseteknologiordningen,""6 Mar 2026"",22:20:57,546,74.1,79"
"ABC for god psykisk helse – kampanje og tiltak i kommuner og fylkeskommuner - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/forebygging-og-levevaner/folkehelsearbeid-i-kommunen/abc-for-god-psykisk-helse,""7 Mar 2026"",06:47:31,546,76.9,148"
"Bo trygt hjemme - Helsedirektoratet,https://www.helsedirektoratet.no/om-oss/forsoksordninger-og-prosjekter/bo-trygt-hjemme,""7 Mar 2026"",07:50:34,545,77,215"
"§ 4-3 Hvem som har samtykkekompetanse - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/pasient-og-brukerrettighetsloven-med-kommentarer/samtykke-til-helsehjelp/hvem-som-har-samtykkekompetanse,""7 Mar 2026"",06:58:08,542,69.2,142"
"Diagnostikk - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/gynekologisk-kreft--handlingsprogram/premaligne-lidelser-i-cervix-uteri/diagnostikk,""7 Mar 2026"",03:49:19,541,80,294"
"Prostatakreft – handlingsprogram - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/prostatakreft-handlingsprogram,""6 Mar 2026"",21:41:27,540,83.3,100"
"Fysisk aktivitet i forebygging og behandling – overvekt og fedme - Helsedirektoratet,https://www.helsedirektoratet.no/horinger/nasjonale-faglige-rad-for-fysisk-aktivitet-i-forebygging-og-behandling-overvekt-fedme,""7 Mar 2026"",02:59:09,539,78.1,118"
"Egenmelding ved sykdom - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/sykmelderveileder/alternativer-til-sykmelding-tilrettelegging-egenmelding-pleiepenger-mfl/egenmelding-ved-sykdom,""7 Mar 2026"",08:23:45,534,80.5,119"
"Begrepsforklaringer - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/virkninger-pa-helse-og-livskvalitet-i-utredninger-og-samfunnsokonomiske-analyser/bakgrunn-metode-og-prosess/begrepsforklaringer,""7 Mar 2026"",10:04:43,534,79.5,214"
"Hva er sunnest, meierismør eller plantemargarin? - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/ekspertuttalelse-om-fett/hva-er-sunnest-meierismor-eller-plantemargarin,""7 Mar 2026"",01:07:39,533,79.8,58"
"Helse- og omsorgstjenesteloven - Helsedirektoratet,https://www.helsedirektoratet.no/lov-og-forskrift/helse-og-omsorgstjenesteloven,""7 Mar 2026"",01:32:40,532,84,128"
"Nasjonale pasientforløp psykisk helse og rus – videreutvikling av forløpene - Helsedirektoratet,https://www.helsedirektoratet.no/om-oss/forsoksordninger-og-prosjekter/nasjonale-pasientforlop-psykisk-helse-og-rus--videreutvikling-av-forlopene,""7 Mar 2026"",02:41:11,532,74.9,90"
"BVC (Brøset Violence Checklist) - Helsedirektoratet,https://www.helsedirektoratet.no/faglige-rad/voldsrisikoutredning-ved-alvorlig-psykisk-lidelse/verktoy-for-innledende-kartlegging-av-voldsrisiko/bvc-broset-violence-checklist,""7 Mar 2026"",10:30:40,532,79.7,124"
"Miljø- og helsekrav til virksomheter §§ 5–14 - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-og-miljo-i-barnehager-skoler-skolefritidsordninger/miljo-og-helsekrav-til-virksomheter-5-14,""7 Mar 2026"",05:41:54,529,78.5,294"
"Pasientens legemiddelliste - Helsedirektoratet,https://www.helsedirektoratet.no/digitalisering-og-e-helse/pasientens-legemiddelliste,""6 Mar 2026"",22:27:14,525,86,63"
"Infeksjoner i sentralnervesystemet - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/infeksjoner-i-sentralnervesystemet,""6 Mar 2026"",23:57:02,525,80.1,204"
"§ 4. Forsvarlighet - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/helsepersonelloven-med-kommentarer/krav-til-helsepersonells-yrkesutovelse/-4.forsvarlighet,""7 Mar 2026"",04:12:48,525,68.4,163"
"Fallforebygging hos eldre - Helsedirektoratet,https://www.helsedirektoratet.no/faglige-rad/fallforebygging-hos-eldre,""6 Mar 2026"",21:42:51,524,82,58"
"Synsutfordringer etter akutt hjerneslag – to nye anbefalinger - Helsedirektoratet,https://www.helsedirektoratet.no/horinger/synsutfordringer-etter-akutt-hjerneslag--to-nye-anbefalinger,""6 Mar 2026"",23:44:57,524,78.1,118"
"Alkohol - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/forebygging-og-levevaner/alkohol,""7 Mar 2026"",03:19:54,524,82.7,68"
"Spiseforstyrrelser - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/spiseforstyrrelser,""6 Mar 2026"",21:52:24,521,82.2,95"
"Tilrettelagt tannhelsetilbud – TOO - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/organisering-og-tjenestetilbud/tannhelse/tilrettelagt-tannhelsetilbud--too,""7 Mar 2026"",06:12:01,515,81.7,83"
"Egenandeler og pasientbetaling ved poliklinisk helsehjelp - Helsedirektoratet,https://www.helsedirektoratet.no/tilskudd-og-finansiering/finansiering/andre-finansieringsordninger/egenandeler-og-pasientbetaling-ved-poliklinisk-helsehjelp,""7 Mar 2026"",08:36:40,512,75.1,309"
"Helsepersonelloven med kommentarer - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/helsepersonelloven-med-kommentarer,""6 Mar 2026"",22:08:28,507,82.7,72"
"Hvordan rapportere om bruken av tilskudd for 2025 - Helsedirektoratet,https://www.helsedirektoratet.no/konferanser/hvordan-rapportere-om-bruken-av-tilskudd-for-2025,""6 Mar 2026"",23:03:11,506,79.5,73"
"Helseberedskap - Helsedirektoratet,https://www.helsedirektoratet.no/helseberedskap,""6 Mar 2026"",22:04:57,505,84,83"
"Kreft - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/diagnose-og-behandling/kreft,""7 Mar 2026"",02:29:27,502,82,87"
"Referanseverdier for energi og næringsstoffer - Helsedirektoratet,https://www.helsedirektoratet.no/faglige-rad/kostradene-og-naeringsstoffer/inntak-av-naeringsstoffer,""6 Mar 2026"",23:38:22,498,80.5,57"
"Gjennomføring av psykisk helsevern - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/psykisk-helsevernloven-med-kommentarer/gjennomforing-av-psykisk-helsevern,""7 Mar 2026"",01:22:29,494,81.8,299"
